TEAM ID,TIME STAMPING,PACKET COUNT,ALTITUDE,PRESSURE,TEMP,VOLTAGE,GNSS TIME,GNSS LATITUDE,GNSS LONGITUDE,GNSS ALTITUDE,GNSS SATS,ACCELEROMETER DATA,GYRO SPIN RATE,FLIGHT SOFTWARE STATE,ANY OPTIONAL DATA
2026 IN-SPACe-PVC,10.6601,40,-0.0217209,101325,25,7.4,0,0,0,-0.0322586,8,0,0,Launch_Pad,Grounded
2026 IN-SPACe-PVC,10.9201,41,0.0609934,101325,25,7.4,0,0,0,0.0379278,8,0,0,Launch_Pad,Grounded
2026 IN-SPACe-PVC,11.1801,42,0.03354,101325,25,7.4,0,0,0,0.0314025,8,0,0,Launch_Pad,Grounded
2026 IN-SPACe-PVC,11.4401,43,-0.0218888,101325,25,7.4,0,0,0,0.0155997,8,0,0,Launch_Pad,Grounded
2026 IN-SPACe-PVC,11.7001,44,-0.0403537,101325,25,7.4,0,0,0,-0.0269199,8,0,0,Launch_Pad,Grounded
2026 IN-SPACe-PVC,11.9601,45,0.0105826,101325,25,7.4,0,0,0,0.0180773,8,0,0,Launch_Pad,Grounded
2026 IN-SPACe-PVC,12.2201,46,0.124601,101325,25,7.4,0,0,0,0.0858821,8,42.6934,0,Launch_Pad,Powered ascent
2026 IN-SPACe-PVC,12.4801,47,2.56931,101325,25,7.4,0,0,0,2.28974,8,42.6934,0,Launch_Pad,Powered ascent
2026 IN-SPACe-PVC,12.7401,48,7.79114,101325,25,7.4,0,0,0,7.33348,8,42.6934,0,Launch_Pad,Powered ascent
2026 IN-SPACe-PVC,13.0001,49,16.0087,101325,25,7.4,0,0,0,15.2113,8,42.6934,0,Ascent,Powered ascent
2026 IN-SPACe-PVC,13.2601,50,26.9927,101325,25,7.4,0,0,0,26.1215,8,42.6934,0,Ascent,Powered ascent
2026 IN-SPACe-PVC,13.5201,51,40.9092,101325,25,7.4,0,0,0,39.7201,8,42.6934,0,Ascent,Powered ascent
2026 IN-SPACe-PVC,13.7801,52,57.3745,101325,25,7.4,0,0,0,56.0859,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,14.0401,53,73.805,101325,25,7.4,0,0,0,72.5284,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,14.3001,54,89.646,101325,25,7.4,0,0,0,88.394,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,14.5601,55,104.867,101325,25,7.4,0,0,0,103.75,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,14.8201,56,119.282,101325,25,7.4,0,0,0,118.204,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,15.0802,57,133.232,101325,25,7.4,0,0,0,132.212,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,15.3402,58,146.354,101325,25,7.4,0,0,0,145.403,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,15.6002,59,158.942,101325,25,7.4,0,0,0,157.976,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,15.8602,60,170.849,101325,25,7.4,0,0,0,169.973,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,16.1202,61,181.989,101325,25,7.4,0,0,0,181.143,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,16.3802,62,192.525,101325,25,7.4,0,0,0,191.682,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,16.6402,63,202.308,101325,25,7.4,0,0,0,201.599,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,16.9002,64,211.568,101325,25,7.4,0,0,0,210.924,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,17.1602,65,220.096,101325,25,7.4,0,0,0,219.493,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,17.4202,66,227.974,101325,25,7.4,0,0,0,227.446,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,17.6802,67,235.163,101325,25,7.4,0,0,0,234.657,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,17.9402,68,241.748,101325,25,7.4,0,0,0,241.324,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,18.2002,69,247.752,101325,25,7.4,0,0,0,247.28,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,18.4602,70,252.883,101325,25,7.4,0,0,0,252.492,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,18.7202,71,257.603,101325,25,7.4,0,0,0,257.25,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,18.9802,72,261.435,101325,25,7.4,0,0,0,261.1,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,19.2402,73,264.549,101325,25,7.4,0,0,0,264.369,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,19.5003,74,267.131,101325,25,7.4,0,0,0,266.981,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,19.7603,75,269.118,101325,25,7.4,0,0,0,268.996,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,20.0203,76,270.276,101325,25,7.4,0,0,0,270.23,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,20.2803,77,270.906,101325,25,7.4,0,0,0,270.889,8,-9.80665,0,Ascent,Coast
2026 IN-SPACe-PVC,20.5403,78,270.952,101325,25,7.4,0,0,0,270.961,8,-9.80665,0,Ascent,Ballistic descent
2026 IN-SPACe-PVC,20.8003,79,270.191,101325,25,7.4,0,0,0,270.242,8,-9.80665,0,Ascent,Ballistic descent
2026 IN-SPACe-PVC,21.0603,80,268.82,101325,25,7.4,0,0,0,268.917,8,-9.80665,0,Apogee_confirm,Ballistic descent
2026 IN-SPACe-PVC,21.3203,81,266.651,101325,25,7.4,0,0,0,266.829,8,-9.80665,0,Apogee_confirm,Ballistic descent
2026 IN-SPACe-PVC,21.5803,82,263.961,101325,25,7.4,0,0,0,264.138,8,-9.80665,0,Apogee_confirm,Ballistic descent
2026 IN-SPACe-PVC,21.8403,83,260.596,101325,25,7.4,0,0,0,260.936,8,-9.80665,0,Payload_Separation,Ballistic descent
2026 IN-SPACe-PVC,22.1003,84,256.542,101325,25,7.4,0,0,0,256.911,8,-9.80665,0,Payload_Separation,Ballistic descent
2026 IN-SPACe-PVC,22.3603,85,251.838,101325,25,7.4,0,0,0,252.164,8,-9.80665,0,Payload_Separation,Ballistic descent
2026 IN-SPACe-PVC,22.6203,86,246.426,101325,25,7.4,0,0,0,246.83,8,-9.80665,0,Payload_Separation,Ballistic descent
2026 IN-SPACe-PVC,22.8803,87,240.458,101325,25,7.4,0,0,0,240.908,8,-9.80665,0,Payload_Separation,Ballistic descent
2026 IN-SPACe-PVC,23.1403,88,233.681,101325,25,7.4,0,0,0,234.213,8,-9.80665,0,Payload_Separation,Ballistic descent
2026 IN-SPACe-PVC,23.4003,89,226.414,101325,25,7.4,0,0,0,226.958,8,-9.80665,0,Payload_Separation,Ballistic descent
2026 IN-SPACe-PVC,23.6604,90,218.291,101325,25,7.4,0,0,0,218.9,8,-9.80665,0,Payload_Separation,Ballistic descent
2026 IN-SPACe-PVC,23.9204,91,209.587,101325,25,7.4,0,0,0,210.268,8,-9.80665,0,Payload_Separation,Ballistic descent
2026 IN-SPACe-PVC,24.1804,92,200.217,101325,25,7.4,0,0,0,200.914,8,-9.80665,0,Payload_Separation,Ballistic descent
2026 IN-SPACe-PVC,24.4404,93,190.234,101325,25,7.4,0,0,0,191.03,8,-9.80665,0,Payload_Separation,Ballistic descent
2026 IN-SPACe-PVC,24.7004,94,179.775,101325,25,7.4,0,0,0,180.39,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,24.9604,95,177.572,101325,25,7.4,0,0,0,177.672,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,25.2204,96,176.771,101325,25,7.4,0,0,0,176.802,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,25.4804,97,175.856,101325,25,7.4,0,0,0,175.909,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,25.7404,98,174.889,101325,25,7.4,0,0,0,174.919,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,26.0004,99,173.865,101325,25,7.4,0,0,0,173.928,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,26.2604,100,173.076,101325,25,7.4,0,0,0,173.122,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,26.5204,101,172.145,101325,25,7.4,0,0,0,172.196,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,26.7804,102,171.313,101325,25,7.4,0,0,0,171.334,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,27.0404,103,170.35,101325,25,7.4,0,0,0,170.39,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,27.3004,104,169.369,101325,25,7.4,0,0,0,169.468,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,27.5604,105,168.477,101325,25,7.4,0,0,0,168.555,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,27.8204,106,167.575,101325,25,7.4,0,0,0,167.63,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,28.0805,107,166.708,101325,25,7.4,0,0,0,166.792,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,28.3405,108,165.773,101325,25,7.4,0,0,0,165.851,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,28.6005,109,164.846,101325,25,7.4,0,0,0,164.93,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,28.8605,110,163.889,101325,25,7.4,0,0,0,163.975,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,29.1205,111,163.059,101325,25,7.4,0,0,0,163.12,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,29.3805,112,162.107,101325,25,7.4,0,0,0,162.214,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,29.6405,113,161.182,101325,25,7.4,0,0,0,161.272,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,29.9005,114,160.353,101325,25,7.4,0,0,0,160.389,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,30.1605,115,159.389,101325,25,7.4,0,0,0,159.505,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,30.4205,116,158.48,101325,25,7.4,0,0,0,158.566,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,30.6805,117,157.578,101325,25,7.4,0,0,0,157.651,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,30.9405,118,156.622,101325,25,7.4,0,0,0,156.749,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,31.2005,119,155.781,101325,25,7.4,0,0,0,155.802,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,31.4605,120,154.885,101325,25,7.4,0,0,0,154.958,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,31.7205,121,153.968,101325,25,7.4,0,0,0,153.983,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,31.9805,122,152.993,101325,25,7.4,0,0,0,152.985,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,32.2405,123,152.108,101325,25,7.4,0,0,0,152.198,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,32.5006,124,151.21,101325,25,7.4,0,0,0,151.341,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,32.7606,125,150.324,101325,25,7.4,0,0,0,150.361,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,33.0206,126,149.386,101325,25,7.4,0,0,0,149.521,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,33.2806,127,148.576,101325,25,7.4,0,0,0,148.6,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,33.5406,128,147.641,101325,25,7.4,0,0,0,147.755,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,33.8006,129,146.683,101325,25,7.4,0,0,0,146.819,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,34.0606,130,145.721,101325,25,7.4,0,0,0,145.79,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,34.3206,131,144.87,101325,25,7.4,0,0,0,144.981,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,34.5806,132,143.903,101325,25,7.4,0,0,0,143.992,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,34.8406,133,143.011,101325,25,7.4,0,0,0,143.13,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,35.1006,134,142.183,101325,25,7.4,0,0,0,142.259,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,35.3606,135,141.123,101325,25,7.4,0,0,0,141.221,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,35.6206,136,140.395,101325,25,7.4,0,0,0,140.443,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,35.8806,137,139.392,101325,25,7.4,0,0,0,139.546,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,36.1406,138,138.503,101325,25,7.4,0,0,0,138.522,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,36.4006,139,137.519,101325,25,7.4,0,0,0,137.576,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,36.6606,140,136.618,101325,25,7.4,0,0,0,136.745,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,36.9207,141,135.705,101325,25,7.4,0,0,0,135.82,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,37.1807,142,134.888,101325,25,7.4,0,0,0,134.923,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,37.4407,143,134.014,101325,25,7.4,0,0,0,134.113,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,37.7007,144,132.983,101325,25,7.4,0,0,0,133.101,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,37.9607,145,132.051,101325,25,7.4,0,0,0,132.135,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,38.2207,146,131.128,101325,25,7.4,0,0,0,131.223,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,38.4807,147,130.236,101325,25,7.4,0,0,0,130.336,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,38.7407,148,129.348,101325,25,7.4,0,0,0,129.444,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,39.0007,149,128.379,101325,25,7.4,0,0,0,128.465,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,39.2607,150,127.521,101325,25,7.4,0,0,0,127.61,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,39.5207,151,126.721,101325,25,7.4,0,0,0,126.749,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,39.7807,152,125.724,101325,25,7.4,0,0,0,125.83,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,40.0407,153,124.791,101325,25,7.4,0,0,0,124.861,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,40.3007,154,123.974,101325,25,7.4,0,0,0,124.029,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,40.5607,155,122.959,101325,25,7.4,0,0,0,123.031,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,40.8207,156,122.088,101325,25,7.4,0,0,0,122.186,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,41.0807,157,121.197,101325,25,7.4,0,0,0,121.347,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,41.3408,158,120.287,101325,25,7.4,0,0,0,120.342,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,41.6008,159,119.404,101325,25,7.4,0,0,0,119.457,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,41.8608,160,118.448,101325,25,7.4,0,0,0,118.514,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,42.1208,161,117.58,101325,25,7.4,0,0,0,117.611,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,42.3808,162,116.651,101325,25,7.4,0,0,0,116.749,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,42.6408,163,115.732,101325,25,7.4,0,0,0,115.841,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,42.9008,164,114.848,101325,25,7.4,0,0,0,114.851,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,43.1608,165,113.941,101325,25,7.4,0,0,0,113.987,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,43.4208,166,112.959,101325,25,7.4,0,0,0,113.09,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,43.6808,167,112.149,101325,25,7.4,0,0,0,112.221,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,43.9408,168,111.222,101325,25,7.4,0,0,0,111.322,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,44.2008,169,110.23,101325,25,7.4,0,0,0,110.339,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,44.4608,170,109.373,101325,25,7.4,0,0,0,109.429,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,44.7208,171,108.512,101325,25,7.4,0,0,0,108.539,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,44.9808,172,107.522,101325,25,7.4,0,0,0,107.629,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,45.2408,173,106.561,101325,25,7.4,0,0,0,106.612,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,45.5009,174,105.804,101325,25,7.4,0,0,0,105.875,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,45.7609,175,104.832,101325,25,7.4,0,0,0,104.827,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,46.0209,176,103.934,101325,25,7.4,0,0,0,103.952,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,46.2809,177,102.932,101325,25,7.4,0,0,0,103.051,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,46.5409,178,101.994,101325,25,7.4,0,0,0,102.063,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,46.8009,179,101.097,101325,25,7.4,0,0,0,101.157,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,47.0609,180,100.241,101325,25,7.4,0,0,0,100.363,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,47.3209,181,99.2512,101325,25,7.4,0,0,0,99.3509,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,47.5809,182,98.4072,101325,25,7.4,0,0,0,98.5433,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,47.8409,183,97.5896,101325,25,7.4,0,0,0,97.6421,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,48.1009,184,96.5657,101325,25,7.4,0,0,0,96.6685,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,48.3609,185,95.6873,101325,25,7.4,0,0,0,95.8143,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,48.6209,186,94.7087,101325,25,7.4,0,0,0,94.8245,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,48.8809,187,93.8343,101325,25,7.4,0,0,0,93.9563,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,49.1409,188,92.8845,101325,25,7.4,0,0,0,92.9868,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,49.4009,189,92.0494,101325,25,7.4,0,0,0,92.1725,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,49.6609,190,91.1508,101325,25,7.4,0,0,0,91.2896,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,49.921,191,90.2971,101325,25,7.4,0,0,0,90.3079,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,50.181,192,89.4409,101325,25,7.4,0,0,0,89.4736,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,50.441,193,88.5218,101325,25,7.4,0,0,0,88.5544,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,50.701,194,87.436,101325,25,7.4,0,0,0,87.5117,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,50.961,195,86.5862,101325,25,7.4,0,0,0,86.6258,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,51.221,196,85.7587,101325,25,7.4,0,0,0,85.8073,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,51.481,197,84.7933,101325,25,7.4,0,0,0,84.8735,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,51.741,198,83.9871,101325,25,7.4,0,0,0,84.0379,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,52.001,199,83.0099,101325,25,7.4,0,0,0,83.05,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,52.261,200,81.9802,101325,25,7.4,0,0,0,82.0742,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,52.521,201,81.119,101325,25,7.4,0,0,0,81.1168,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,52.781,202,80.2436,101325,25,7.4,0,0,0,80.3043,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,53.041,203,79.3617,101325,25,7.4,0,0,0,79.4684,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,53.301,204,78.4489,101325,25,7.4,0,0,0,78.4488,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,53.561,205,77.5846,101325,25,7.4,0,0,0,77.6263,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,53.821,206,76.6025,101325,25,7.4,0,0,0,76.6221,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,54.081,207,75.7474,101325,25,7.4,0,0,0,75.7833,8,0,0,Descent,Ballistic descent
2026 IN-SPACe-PVC,54.3411,208,74.7063,101325,25,7.4,0,0,0,74.7418,8,0,0,Descent,Ballistic descent
