timestamp,raw_packet
2026-06-05T10:24:28Z,"1,TELEMETRY,24,6.00,BOOT,BOOT,0.00,0.00,0.00,0,0,0,0,101325.00,24.80,11.40,6,35.333100,-117.803000,0.00,8,9.91,0.02,Boot,Boot,88"
2026-06-05T10:24:28Z,"1,TELEMETRY,26,6.50,BOOT,BOOT,0.00,0.00,0.00,0,0,0,0,101325.00,24.80,11.40,6,35.333100,-117.803000,0.00,8,9.88,0.01,Boot,Boot$84"
2026-06-05T10:24:29Z,"1,TELEMETRY,27,6.75,BOOT,BOOT,0.00,0.00,0.00,0,0,0,0,101325.00,24.80,11.40,6,35.3331`0,-117.803000,0.00,8,9.87,0.02,Boot,Boot,94"
2026-06-05T10:24:29Z,"1,TELEMETRY,28,7.00,BOOT,BOOT,0.00,0.00,0.00,0,0,0,0,101325.00,24.80,11.40,7,35.333100,-117.803000,0.00,8,9.75,0.02,Boot,Boot,94"
2026-06-05T10:24:29Z,"1,TELEMETRY,29,7.25,BOOT,BOOT,0.00,0.00,0.00,0,0,0,0,101325.00,24.80,11.40,7,35.333100,-117.803000,0.00,8,9.89,0.02,Boot,Boot,91"
2026-06-05T10:24:30Z,"1,TELEMETRY,30,7.50,BOOT,BOOT,0.00,0.00,0.00,0,0,0,101325.00,24.80,11.40,7,35.333100,-117.803000,0.00,8,9.91,0.02,Boot,Boot,88"
2026-06-05T10:24:30Z,"1,TELEMETRY,31,7.75,BOOT,BOOT,0.00,0.00,0.00,0,0,0,0,101325.00,24.80,11.40,7,35.333100,-117.803000,0.00,8,9.77,0.03,Boot,Boot,87"
2026-06-05T10:24:30Z,"1,TELEMETRY,32,8.00,BOOT,BOOT,0.00,0.00,0.00,0,0,0,0,101325.00,24.80,11.40,8,35.333100,-117.803000,0.00,8,9.72,0.03,Boot,Boot,83"
2026-06-05T10:24:30Z,"1,TELEMETRY,33,8.25,BOOT,BOOT,0.00,0.00,0.00,0,0,0,0,101325.00,24.80,11.40,8,35.333100,-117.803000,0.00,8,9.91,0.03,Boot,Boot,88"
2026-06-05T10:24:31Z,"1,TELEMETRY,34,8.50,BOOT,BOOT,0.00,0.00,0.00,0,0,0,0,101325.00,24.80,11.40,8,35.333100,-117.803000,0.00,8,9.78,0.02,Boot,Boot,91"
2026-06-05T10:24:31Z,"1,TELEMETRY,35,8.75,BOOT,BOOT,0.00,0.00,0.00,0,0,0,0,101325.00,24.80,11.40,8,35.333100,-117.803000,0.00,8,9.76,0.02,Boot,Boot,83"
2026-06-05T10:24:31Z,"1,TELEMETRY,36,9.00,BOOT,BOOT,0.00,0.00,0.00,0,0,0,0,101325.00,24.80,11.40,9,35.333100,-117.803000,0.00,8,9.84,0.01,Boot,Boot,92"
2026-06-05T10:24:32Z,"1,TELEMETRY,37,9.25,BOOT,BOOT,0.00,0.00,0.00,0,0,0,0,101325.00,24.80,11.40,9,35.333100,-117.803000,0.00,8,9.82,0.03,Boot,Boot,94"
2026-06-05T10:24:32Z,"1,TELEMETRY,38,9.50,BOOT,BOOT,0.00,0.00,0.00,0,0,0,0,101325.00,24.80,11.40,9,35.333100,-117.803000,0.00,8,9.90,0.01,Boot,Boot,82"
2026-06-05T10:24:32Z,"1,TELEMETRY,39,9.75,BOOT,BOOT,0.00,0.00,0.00,1,0,0,0,101325.00,24.80,11.40,9,35.333100,-117.803000,0.00,8,9.78,0.02,Boot,Boot,80"
2026-06-05T10:24:32Z,"1,TELEMETRY,40,10.00,BOOT,BOOT,0.00,0.00,0.00,1,0,0,0,101325.00,24.80,11.40,10,35.333100,-117.803000,0.00,8,9.84,0.01,Boot,Boot,92"
2026-06-05T10:24:32Z,"1,TELEMETRY,41,10.25,BOOT,BOOT,0.00,0.00,0.00,1,0,0,0,101325.00,24.80,11.40,10,35.333100,-117.803000,0.00,8,9.75,0.01,Boot,Boot,84"
2026-06-05T10:24:33Z,"#,TELEMETRY,42,10.50,BOOT,BOOT,0.00,0.00,0.00,1,0,0,0,101325.00,24.80,11.40,10,35.333100,-117.803000,0.00,8,9.87,0.02,Boot,Boot,91"
2026-06-05T10:24:33Z,"1,TELEMETRY,43,10.75,BOOT,BOOT,0.00,0.00,0.00,1,0,0,0,101325.00,24.80,11.40,10,35.333100,-117.803000,0.00,8,9.88,0.02,Boot,Boot,82"
2026-06-05T10:24:33Z,"1,TELEMETRY,44,11.00,BOOT,BOOT,0.00,0.00,0.00,1,0,0,0,101325.00,24.80,11.40,11,35.333100,-117.803000,0.00,8,9.75,0.01,Boot,Boot,86"
2026-06-05T10:24:33Z,"1,TELEMETRY,45,11.25,BOOT,BOOT,0.00,0.00,0.00,1,0,0,0,101325.00,24.80,11.40,11,35.333100,-117.803000,0.00,8,9.84,0.02,Boot,Boot,93"
2026-06-05T10:24:34Z,"1,TELEMETRY,46,11.50,BOOT,BOOT,0.00,0.00,0.00,1,0,0,0,101325.00,24.80,11.40,11,35.333100,-117.803000,0.00,8,9.74,0.03,Boot,Boot,82"
2026-06-05T10:24:34Z,"1,TELEMETRY,47,11.75,BOOT,BOOT,0.00,0.00,0.00,1,0,0,0,101325.00,24.80,11.40,11,35.333100,-117.803000,0.00,8,9.86,0.03,Boot,Boot,89"
2026-06-05T10:24:34Z,"1,TELEMETRY,48,12.00,BOOT,BOOT,0.00,0.00,0.00,1,0,0,0,101325.00,24.80,11.40,12,35.333100,-117.803000,0.00,8,9.77,0.03,Boot,Boot,90"
2026-06-05T10:24:34Z,"1,TELEMETRY,49,12.25,BOOT,BOOT,0.00,0.00,0.00,1,0,0,0,101325.00,24.80,11.40,12,35.333100,-117.803000,0.00,8,9.77,0.02,Boot,Boot,93"
2026-06-05T10:24:35Z,"1,TELEMETRY,50,12.50,BOOT,BOOT,0.00,0.00,0.00,1,0,0,0,101325.00,24.80,11.40,12,35.333100,-117.803000,0.00,8,9.81,0.03,Boot,Boot,95"
2026-06-05T10:24:35Z,!!!CORRUPTED_PAYLOAD!!!
2026-06-05T10:24:35Z,"1,TELEMETRY,52,13.00,ASCENT,ASCENT,6.23,12.44,-0.05,1,0,0,0,101324.25,24.79,11.39,13,35.333102,-117.803002,6.23,8,9.77,0.02,Ascent,Ascent,69"
2026-06-05T10:24:38Z,"1,TELEMETRY,53,13.25,ASCENT,ASCENT,9.31,12.33,-0.05,1,0,0,0,101323.88,24.79,11.38,13,35.333103,-117.803003,9.31,8,9.82,0.01,Ascent,Ascent,75"
2026-06-05T10:24:38Z,"1,TELEMETRY,54,13.50,ASCENT,ASCENT,12.34,12.16,-0.05,1,0,0,0,101323.52,24.79,11.38,13,35.333104,-117.803004,12.34,8,9.82,0.01,Ascent,Ascent,78"
2026-06-05T10:24:38Z,!!!CORRUPTED_PAYLOAD!!!
2026-06-05T10:24:38Z,"1,T0LEMETRY,56,14.00,ASCENT,ASCENT,18.25,11.69,-0.05,1,0,0,0,101322.81,24.78,11.37,14,35.333106,-117.803006,18.25,8,9.74,0.02,Ascent,Ascent,73"
2026-06-05T10:24:39Z,"1,TELEMETRY,57,14.25,ASCENT,ASCENT,21.09,11.38,-0.05,1,0,0,0,101322.47,24.78,11.37,14,35.333107,-117.803007,21.09,8,9.84,0.01,Ascent,Ascent,77"
2026-06-05T10:24:39Z,"1,TELEMETRY,58,14.50,ASCENT,ASCENT,23.84,11.01,-0.05,1,0,0,0,101322.14,24.78,11.36,14,35.333108,-117.803008,23.84,8,9.73,0.03,Ascent,Ascent,71"
2026-06-05T10:24:39Z,"1,TELEMETRY,59,14.75,ASCENT,ASCENT,26.48,10.60,-0.05,1,0,0,0,101321.82,24.77,11.36,14,35.333109,-117.803009,26.48,8,9.79,0.03,Ascent,Ascent,78"
2026-06-05T10:24:39Z,"1,TELEMETRY,60,15.00,ASCENT,ASCENT,29.02,10.14,-0.05,1,0,0,0,101321.52,24.77,11.35,15,35.333110,-117.803010,29.02,8,9.77,0.02,Ascent,Ascent,68"
2026-06-05T10:24:39Z,"1,TELEMETRY,61,15.25,ASCENT,ASCENT,31.42,9.63,-0.05,1,0,0,0,101321.23,24.77,11.35,15,35.333111,-117.803011,31.42,8,9.85,0.02,Ascent,Ascent,113"
2026-06-05T10:24:40Z,"1,TELEMETRY,62,15.50,ASCENT,ASCENT,33.68,9.06,-0.05,1,0,0,0,101320.96,24.77,11.34,15,35.333112,-117.803012,33.68,8,9.76,0.03,Ascent,Ascent,112"
2026-06-05T10:24:40Z,"1,TELEMETRY,63,15.75,ASCENT,ASCENT,35.79,8.45,-0.05,1,0,0,0,101320.71,24.76,11.34,15,35.333113,-117.803013,35.79,8,9.77,0.03,Ascent,Ascent,121"
2026-06-05T10:24:40Z,"1,TELEMETRY,64,16.00,ASCENT,ASCENT,37.73,-0.05,1,0,0,0,101320.47,24.76,11.33,16,35.333114,-117.803014,37.73,8,9.73,0.02,Ascent,Ascent,123"
2026-06-05T10:24:41Z,"1,TELEMETRY,65,16.25,ASCENT,ASCENT,39.50,7.08,-0.05,1,0,0,0,101320.26,24.76,11.33,16,35.333115,-117.803015,39.50,8,9.73,0.03,Ascent,Ascent,125"
2026-06-05T10:24:41Z,"1,TELEMETRY,66,16.50,ASCENT,ASCENT,41.08,6.31,-0.05,1,0,0,0,101320.07,24.76,11.32,16,35.333116,-117.803016,41.08,8,9.88,0.01,Ascent,Ascent,115"
2026-06-05T10:24:41Z,"1,TELEMETRY,67,16.75,ASCENT,ASCENT,42.45,5.50,-0.05,1,0,0,0,101319.91,24.76,11.31,16,35.333117,-117.803017,42.45,8,9.85,0.02,Ascent,Ascent,121"
2026-06-05T10:24:41Z,"1,TELEMETRY,68,17.00,ASCENT,ASCENT,43.60,4.64,-0.05,1,0,0,0,101319.77,24.76,11.31,17,35.333118,-117.803018,43.60,8,9.89,0.02,Ascent,Ascent,118"
2026-06-05T10:24:42Z,"1,TELEMETRY,69,17.25,ASCENT,ASCENT,44.53,3.73,-0.05,1,0,0,0,101319.66,24.76,11.30,17,35.333119,-117.803019,44.53,8,9.91,0.02,Ascent,Ascent,121"
2026-06-05T10:24:42Z,"1,TELEMETRY,70,17.50,ASCENT,ASCENT,45.22,2.76,-0.05,1,0,0,0,101319.57,24.75,11.30,17,35.333120,-117.803020,45.22,8,9.90,0.02,Ascent,Ascent,119"
2026-06-05T10:24:42Z,"1,TELEMETRY,71,17.75,ASCENT,ASCENT,45.65,1.75,-0.05,1,0,0,0,101319.52,24.75,11.29,17,35.333121,-117.803021,45.65,8,9.73,0.01,Ascent,Ascent,114"
2026-06-05T10:24:42Z,"1,TELEMETRY,72,18.00,ASCENT,ASCENT,45.90,1.00,-0.05,1,0,0,0,101319.49,24.75,11.29,18,35.333122,-117.803022,45.90,8,9.92,0.02,Ascent,Ascent,119"
2026-06-05T10:24:43Z,"1,TELEMETRY,7.,18.25,ASCENT,ASCENT,46.15,1.00,-0.05,1,0,0,0,101319.46,24.75,11.29,18,35.333123,-117.803023,46.15,8,9.72,0.01,Ascent,Ascent,115"
2026-06-05T10:24:43Z,"1,TELEMETRY,74,18.50,ASCENT,ASCENT,46.39,1.00,-0.05,1,0,0,0,101319.43,24.75,11.28,18,35.333124,-117.803024,46.39{8,9.86,0.02,Ascent,Ascent,122"
2026-06-05T10:24:43Z,"1,TELEMETRY,75,18.75,ASCENT,ASCENT,46.64,1.00,-0.05,1,0,0,0,101319.40,24.75,11.28,18,35.333125,-117.803025,46.64,8,9.78,0.02,Ascent,Ascent,126"
2026-06-05T10:24:43Z,"1,TELEMETRY,76,19.00,ASCENT,ASCENT,46.89,1.00,-0.05,1,0,0,0,101319.37,24.75,11.27,19,35.333126,-117.803026,46.89,8,9.91,0.02,Ascent,Ascent,119"
2026-06-05T10:24:44Z,"1,TELEMETRY,77,19.25,ASCENT,ASCENT,47.13,1.00,-0.05,1,0,0,0,101319.34,24.75,11.27,19,35.333127,-117.803027,47.13,8,9.85,0.02,Ascent,Ascent,119"
2026-06-05T10:24:44Z,"1,TELEMETRY,78,19.50,ASCENT,ASCENT,47.38,1.00,-0.05,1,0,0,0,101319.31,24.75,11.26,19,35.333128,-117.803028,47.38,8,9.84,0.01,Ascent,Ascent,63"
2026-06-05T10:24:44Z,"1,TELEMETRY,79,19.75,ASCENT,ASCENT,47.63,1.00,-0.05,1,0,0,0,101319.28,24.75,11.26,19,35.333129,-117.803029,47.63,8,9.91,0.02,Ascent,Ascent,117"
2026-06-05T10:24:45Z,"1,TELEMETRY,80,20.00,ASCENT,ASCENT,47.88,1.00,-0.05,1,0,0,0,101319.26,24.75,11.25,20,35.333130,-117.803030,47.88,8,9.86,0.03,Ascent,Ascent,123"
2026-06-05T10:24:45Z,"1,TELEMETRY,81,20.25,ASCENT,ASCENT,48.12,1.00,-0.05,1,0,0,0,101319.23,24.75,11.25,20,35.333131,-117.803031,48.12,8,9.77,0.02,Ascent,Ascent,119"
2026-06-05T10:24:45Z,"1,TELEMETRY,82,20.50,ASCENT,ASCENT,48.37,1.00,-0.05,1,0,0,0,101319.20,24.75,11.24,20,35.333132,-117.803032,48.37,8,9.90,0.02,Ascent,Ascent,125"
2026-06-05T10:24:45Z,"1,TELEMETRY,83,20.75,ASCENT,ASCENT,48.62,1.00,-0.05,1,0,0,0,101319.17,24.75,11.24,20,35.333133,-117.803033,48.62,8,9.85,0.01,Ascent,Ascent,120"
2026-06-05T10:24:46Z,"1,TELEMETRY,84,21.00,ASCENT,ASCENT,48.86,1.00,-0.05,1,0,0,0,101319.14,24.75,11.23,21,35.333134,-117.803034,48.86,8,9.85,0.02,Ascent,Ascent,122"
2026-06-05T10:24:46Z,"1,TELEMETRY,85,21.25,ASCENT,ASCENT,49.11,1.00,-0.05,1,0,0,0,101319.11,24.75,11.22,21,35.333135,-117.803035,49.11,8,9.89,0.01,Ascent,Ascent,119"
2026-06-05T10:24:46Z,"1,TELEMETRY,86,21.50,ASCENT,ASCENT,49.36,1.00,-0.05,1,0,0,0,101319.08,24.75,11.22,21,35.333136,-117.803036,49.36,8,9.76,0.03,Ascent,Ascent,124"
2026-06-05T10:24:46Z,"1,TELEMETRY,87,21.75,ASCENT,ASCENT,49.60,1.00,-0.05,1,0,0,0,101319.05,24.75,11.21,21,35.333137,-117.803037,49.60,8,9.73,0.02,Ascent,Ascent,112"
2026-06-05T10:24:46Z,"1,TELEMETRY,88,22.00,ASCENT,ASCENT,49.85,1.00,-0.05,1,0,0,0,101319.02,24.75,11.21,22,35.333138,-117.803038,49.85,8,9.89,0.01,Ascent,Ascent,124"
2026-06-05T10:24:47Z,"1,TELEMETRY,89,22.25,ASCENT,ASCENT,50.10,1.00,-0.05,1,0,0,0,101318.99,24.75,11.21,22,35.333139,-117.803039,50.10,8,9.90,0.02,Ascent,Ascent,114"
2026-06-05T10:24:47Z,"1,TELEMETRY,90,22.50,ASCENT,ASCENT,50.34,1.00,-0.05,1,0,0,0,101318.96,24.75,11.20,22,35.333140,-117.803040,50.34,8,9.90,0.01,Ascent,Ascent,117"
2026-06-05T10:24:47Z,"1,TELEMETQY,91,22.75,ASCENT,ASCENT,50.59,1.00,-0.05,1,0,0,0,101318.93,24.75,11.20,22,35.333141,-117.803041,50.59,8,9.82,0.03,Ascent,Ascent,119"
2026-06-05T10:24:48Z,"1,TELEMETRY,92,23.00,ASCENT,ASCENT,50.84,1.00,-0.05,1,0,0,0,101318.90,24.75,11.19,23,35.333142,-117.803042,50.84,8,9.77,0.02,Ascent,Ascent,116"
2026-06-05T10:24:48Z,"1,TELEMETRY,93,23.25,ASCENT,ASCENT,51.08,1.00,-0.05,1,0,0,0,101318.87,24.75,11.19,23,35.333143,-117.803043,51.08,8,9.78,0.02,Ascent,Ascent,123"
2026-06-05T10:24:48Z,"1MTELEMETRY,94,23.50,ASCENT,ASCENT,51.33,1.00,-0.05,1,0,0,0,101318.84,24.75,11.18,23,35.333144,-117.803044,51.33,8,9.77,0.01,Ascent,Ascent,112"
2026-06-05T10:24:48Z,"1,TELEMETRY,95,23.75,ASCENT,ASCENT,51.58,1.00,-0.05,1,0,0,0,101318.81,24.75,11.18,23,35.333145,-117.803045,51.58,8,9.82,0.02,Ascent,Ascent,122"
2026-06-05T10:24:48Z,!!!CORRUPTED_PAYLOAD!!!
2026-06-05T10:24:49Z,!!!CORRUPTED_PAYLOAD!!!
2026-06-05T10:24:49Z,"1,TELEMETRY,98,24.50,ASCENT,ASCENT,52.32,1.00,-0.05,1,0,0,101318.72,24.75,11.16,24,35.333148,-117.803048,52.32,8,9.83,0.03,Ascent,Ascent,114"
2026-06-05T10:24:49Z,"1,TELEMETRY,99,24.75,ASCENT,ASCENT,52.57,1.00,-0.05,1,0,0,0,101318.69,24.75,11.16,24,35.333149,-117.803049,52.57,8,9.90,0.01,Ascent,Ascent,105"
2026-06-05T10:24:50Z,"1,TELEMETRY,100,25.00,ASCENT,ASCENT,52.81,1.00,-0.05,1,0,0,0,101318.66,24.75,11.15,25,35.333150,-117.803050,52.81,8,9.80,0.01,Ascent,Ascent,64"
2026-06-05T10:24:50Z,"1,TELEMETRY,101<25.25,ASCENT,ASCENT,53.06,1.00,-0.05,1,0,0,0,101318.63,24.75,11.14,25,35.333151,-117.803051,53.06,8,9.80,0.03,Ascent,Ascent,64"
2026-06-05T10:24:50Z,!!!CORRUPTED_PAYLOAD!!!
2026-06-05T10:24:50Z,"1,TELEMETRY,103,25.75,ASCENT,ASCENT,53.55,1.00,-0.05,1,0,0,0,101318.57,24.75,11.13,25,35.333153,-117.803053,53.55,8,9.82,0.02,Ascent,Ascent,68"
2026-06-05T10:24:50Z,"1,TELEMETRY,104,26.00,ASCENT,ASCENT,53.80,1.00,-0.05,1,0,0,0,101318.54,24.75,11.13,26,35.333154,-117.803054,53.80,8,9.73,0.03,Ascent,Ascent,77"
2026-06-05T10:24:51Z,"1,TELEMETRY,105,26.25,ASCENT,ASCENT,54.05,1.00,-0.05,1,0,0,0,101318.51,24.75,11.12,26,35.333155,-117.803055,54.05,8,9.74,0.01,Ascent,Ascent,74"
2026-06-05T10:24:51Z,"1,TELEMETRY,106,26.50,ASCENT,ASCENT,54.29,1.00,-0.05,1,0,0,0,101318.48,24.75,11.12,26,35.333156,-117.803056,54.29,8,9.81,0.02,Ascent,Ascent,74"
2026-06-05T10:24:51Z,"1,TEL$METRY,107,26.75,ASCENT,ASCENT,54.54,1.00,-0.05,1,0,0,0,101318.46,24.75,11.12,26,35.333157,-117.803057,54.54,8,9.86,0.02,Ascent,Ascent,69"
2026-06-05T10:24:52Z,"1,TELEMETRY,108,27.00,ASCENT,ASCENT,54.79,1.00,-0.05,1,0,0,0,101318.43,24.75,11.11,27,35.333158,-117.803058,54.79,8,9.91,0.02,Ascent,Ascent,72"
2026-06-05T10:24:52Z,"1,TELEMETRY,109,27.25,ASCENT,ASCENT,55.03,1.00,-0.05,1,0,0,0,101318.40,24.74,11.11,27,35.333159,-117.803059,55.03,8,9.78,0.02,Ascent,Ascent,75"
2026-06-05T10:24:52Z,"1,TELEMETRY,110,27.50,ASCENT,ASCENT,55.28,1.00,-0.05,1,0,0,0,101318.37,24.74,11.10,27,35.333160,-117.803060,55.28,8,9.87,0.02,Ascent,Ascent,64"
2026-06-05T10:24:52Z,"1,TELEMETRY,111,27.75,ASCENT,ASCENT,55.53,1.00,-0.05,1,0,0,0,101318.34,24.74,11.10,27,35.333161,-117.803061,55.53,8,9.73,0.01,Ascent,Ascent,77"
2026-06-05T10:24:53Z,"1,TELEMETRY,112,28.00,ASCENT,ASCENT,55.78,1.00,-0.05,1,0,0,0,101318.31,24.74,11.09,28,35.333162,-117.803062,55.78,8,9.75,0.01,Ascent,Ascent,71"
2026-06-05T10:24:53Z,"1,TELEMETRY,113,28.25,ASCENT,ASCENT,56.02,1.00,-0.d5,1,0,0,0,101318.28,24.74,11.09,28,35.333163,-117.803063,56.02,8,9.87,0.03,Ascent,Ascent,70"
2026-06-05T10:24:53Z,"1,TELEMETRY,114,28.50,ASCENT,ASCENT,56.27,1.00,-0.05,1,0,0,0,101318.25,24.74,11.08,28,35.333164,-117.803064,56.27,8,9.74,0.02,Ascent,Ascent,66"
2026-06-05T10:24:53Z,"1,TELEMETRY,115,28.75,ASCENT,ASCENT,56.52,1.00,-0.05,1,0,0,0,101318.22,24.74,11.08,28,35.333165,-117.803065,56.52,8,9.78,0.02,Ascent,Ascent,79"
2026-06-05T10:24:54Z,"1,TELEMETRY,116,29.00,ASCENT,ASCENT,56.76,1.00,-0.05,1,0,0,0,101318.19,24.74,11.07,29,35.333166,-117.803066,56.76,8,9.91,0.02,Ascent,Ascent,78"
2026-06-05T10:24:54Z,"1,TELEMETRY,117,29.25,ASCENT,ASCENT,57.01,1.00,-0.05,1,0,0,0,101318.16,24.74,11.06,29,35.333167,-117.803067,57.01,8,9.91,0.01,Ascent,Ascent,69"
2026-06-05T10:24:54Z,!!!CORRUPTED_PAYLOAD!!!
2026-06-05T10:24:54Z,"1,TELEMETRY,119,29.75,ASCENT,ASCENT,57.50,1.00,-0.05,1,0,0,0,101318.10,24.74,11.05,29,35.333169,-117.803069,57.50,8,9.92,0.01,Ascent,Ascent,72"
2026-06-05T10:24:55Z,"1,TELEMETRY,120,30.00,ASCENT,ASCENT,57.75,1.00,-0.05,1,0,0,0,101318.07,24.74,11.05,30,35.333170,-117.803070,57.75,8,9.90,0.02,Ascent,Ascent,71"
2026-06-05T10:24:57Z,"1,TELEMETRY,121,30.25,ASCENT,ASCENT,58.00,1.00,-0.05,1,0,0,0,101318&04,24.74,11.04,30,35.333171,-117.803071,58.00,8,9.77,0.03,Ascent,Ascent,75"
2026-06-05T10:24:57Z,"1,TELEMETRY,122,30.50,ASCENT,ASCENT,0.25,1.0?,-0.05,1,0,0,0,101324.97,24.80,11.04,30,35.333172,-117.803072,0.25,8,9.84,0.01,Ascent,Ascent,74"
2026-06-05T10:24:57Z,"1,TELEMETRY,123,30.75,ASCENT,ASCENT,0.49,1.00,-0.05,1,0,0,0,101324.94,24.80,11.04,30,35.333173,-117.803073,0.49,8,9.77,0.02,Ascent,Ascent,64"
2026-06-05T10:24:58Z,"1,TELEMETRY,124,31.00,ASCENT,ASCENT,0.74,1.00,-0.05,1,0,0,0,10j324.91,24.80,11.03,31,35.333174,-117.803074,0.74,8,9.83,0.02,Ascent,Ascent,76"
2026-06-05T10:24:58Z,"1,TELEMETRY,125,31.25,ASCENT,ASCENT,0.99,1.00,-0.0x,1,0,0,0,101324.88,24.80,11.03,31,35.333175,-117.803075,0.99,8,9.74,0.03,Ascent,Ascent,75"
2026-06-05T10:24:58Z,"1,TELEMETRY,12d,31.50,ASCENT,ASCENT,1.23,1.00,-0.05,1,0,0,0,101324.85,24.80,11.02,31,35.333176,-117.803076,1.23,8,9.91,0.03,Ascent,Ascent,77"
